user_id,timestamp,event_type
31,2023-03-06 09:05:00,log_metric
31,2023-03-21 01:32:00,view_dashboard
31,2023-03-09 18:43:00,schedule_consult
31,2023-02-13 03:48:00,view_dashboard
31,2023-02-14 06:51:00,log_metric
32,2023-01-29 13:05:00,schedule_consult
32,2023-02-23 06:52:00,view_dashboard
32,2023-03-06 08:20:00,read_article
32,2023-01-31 02:24:00,view_dashboard
32,2023-03-03 10:54:00,log_metric
32,2023-02-25 00:50:00,set_goal
33,2023-02-21 16:50:00,view_dashboard
33,2023-02-10 04:09:00,view_dashboard
33,2023-02-21 03:59:00,log_metric
33,2023-01-21 09:55:00,view_dashboard
33,2023-02-06 13:16:00,log_metric
33,2023-02-15 18:38:00,view_dashboard
33,2023-01-26 08:25:00,log_metric
33,2023-02-22 21:44:00,view_dashboard
33,2023-02-09 10:44:00,log_metric
34,2023-02-28 08:57:00,view_dashboard
34,2023-02-19 09:19:00,view_dashboard
34,2023-03-01 22:43:00,log_metric
34,2023-02-12 04:19:00,schedule_consult
34,2023-02-26 10:17:00,read_article
34,2023-03-08 20:05:00,log_metric
34,2023-02-11 13:47:00,view_dashboard
35,2023-03-12 11:52:00,log_metric
35,2023-02-17 02:19:00,read_article
35,2023-03-04 04:49:00,schedule_consult
35,2023-03-15 00:11:00,log_metric
35,2023-02-19 01:15:00,log_metric
35,2023-02-10 11:45:00,log_metric
35,2023-03-02 14:32:00,view_dashboard
35,2023-02-14 21:01:00,log_metric
36,2023-02-18 19:28:00,log_metric
36,2023-02-17 18:35:00,view_dashboard
36,2023-01-28 08:47:00,read_article
36,2023-01-23 09:01:00,view_dashboard
36,2023-01-28 18:49:00,schedule_consult
36,2023-02-01 20:14:00,set_goal
36,2023-02-04 20:26:00,set_goal
36,2023-03-02 00:30:00,schedule_consult
36,2023-02-28 05:38:00,read_article
36,2023-02-01 08:38:00,read_article
36,2023-02-06 22:45:00,set_goal
36,2023-02-14 12:54:00,view_dashboard
36,2023-02-03 06:29:00,view_dashboard
37,2023-03-26 19:25:00,view_dashboard
37,2023-02-21 16:42:00,schedule_consult
38,2023-03-20 17:41:00,view_dashboard
38,2023-03-15 09:43:00,log_metric
38,2023-03-01 10:17:00,view_dashboard
38,2023-03-14 08:41:00,set_goal
38,2023-04-07 09:12:00,log_metric
39,2023-01-16 01:51:00,read_article
39,2023-02-08 12:42:00,log_metric
39,2023-01-09 23:01:00,view_dashboard
39,2023-01-19 08:58:00,view_dashboard
40,2023-03-14 23:02:00,view_dashboard
40,2023-03-26 06:21:00,set_goal
40,2023-03-04 21:34:00,view_dashboard
40,2023-03-20 21:22:00,view_dashboard
40,2023-02-28 21:56:00,view_dashboard
40,2023-03-08 03:30:00,log_metric
40,2023-03-06 23:51:00,view_dashboard
40,2023-03-01 21:57:00,log_metric
41,2023-02-26 07:22:00,log_metric
41,2023-03-12 13:50:00,read_article
41,2023-03-16 08:37:00,log_metric
41,2023-02-28 15:03:00,read_article
42,2023-02-17 18:39:00,log_metric
42,2023-01-23 16:07:00,read_article
42,2023-02-04 16:19:00,view_dashboard
42,2023-01-20 04:12:00,log_metric
42,2023-02-16 14:09:00,log_metric
43,2023-03-31 05:49:00,log_metric
44,2023-02-18 20:11:00,view_dashboard
44,2023-01-31 00:28:00,view_dashboard
44,2023-02-07 18:48:00,log_metric
44,2023-02-02 04:39:00,view_dashboard
44,2023-02-24 12:27:00,schedule_consult
44,2023-02-21 00:02:00,set_goal
44,2023-02-20 00:57:00,view_dashboard
45,2023-02-24 06:01:00,view_dashboard
45,2023-03-03 23:15:00,log_metric
45,2023-02-13 09:08:00,log_metric
45,2023-02-23 18:19:00,log_metric
45,2023-01-24 09:18:00,view_dashboard
46,2023-02-20 19:33:00,log_metric
46,2023-03-02 04:21:00,schedule_consult
46,2023-02-18 11:48:00,log_metric
46,2023-02-12 00:14:00,log_metric
46,2023-01-26 06:46:00,log_metric
47,2023-02-11 05:07:00,log_metric
47,2023-02-20 01:24:00,read_article
47,2023-01-26 17:39:00,log_metric
48,2023-01-17 21:06:00,view_dashboard
48,2023-01-15 01:44:00,log_metric
48,2023-02-11 12:07:00,view_dashboard
48,2023-02-13 22:09:00,log_metric
48,2023-02-26 20:00:00,log_metric
49,2023-04-01 03:42:00,view_dashboard
49,2023-03-29 19:44:00,log_metric
49,2023-02-24 16:46:00,view_dashboard
49,2023-03-08 03:50:00,log_metric
50,2023-02-03 19:12:00,set_goal
50,2023-02-24 06:22:00,set_goal
50,2023-02-09 05:02:00,view_dashboard
50,2023-02-04 22:59:00,view_dashboard
50,2023-02-06 00:00:00,view_dashboard
50,2023-01-29 18:42:00,view_dashboard
51,2023-01-12 16:04:00,read_article
51,2023-01-13 08:41:00,log_metric
51,2023-01-25 08:29:00,log_metric
51,2023-01-18 01:54:00,view_dashboard
51,2023-02-19 10:27:00,read_article
51,2023-01-13 01:00:00,schedule_consult
51,2023-02-18 20:10:00,view_dashboard
52,2023-02-03 19:17:00,schedule_consult
52,2023-01-11 11:52:00,view_dashboard
52,2023-01-13 12:25:00,schedule_consult
52,2023-01-23 12:44:00,schedule_consult
52,2023-02-01 20:56:00,read_article
52,2023-01-13 04:44:00,read_article
52,2023-01-16 03:26:00,schedule_consult
53,2023-02-24 18:43:00,view_dashboard
53,2023-03-05 12:49:00,view_dashboard
53,2023-01-26 21:56:00,read_article
53,2023-02-02 15:58:00,view_dashboard
53,2023-02-20 14:02:00,log_metric
53,2023-03-07 10:00:00,read_article
53,2023-03-09 16:49:00,read_article
54,2023-02-12 07:42:00,schedule_consult
54,2023-02-09 16:44:00,read_article
54,2023-01-13 13:42:00,read_article
54,2023-02-06 11:42:00,set_goal
54,2023-01-31 04:53:00,read_article
54,2023-02-15 01:00:00,set_goal
54,2023-01-17 16:54:00,view_dashboard
55,2023-02-23 05:04:00,set_goal
55,2023-02-12 07:21:00,schedule_consult
55,2023-01-26 16:14:00,view_dashboard
55,2023-02-16 12:52:00,log_metric
56,2023-03-25 14:51:00,set_goal
56,2023-03-01 15:28:00,view_dashboard
56,2023-03-27 23:41:00,log_metric
56,2023-03-21 13:02:00,set_goal
56,2023-02-24 02:50:00,set_goal
57,2023-03-03 20:19:00,read_article
57,2023-02-27 06:41:00,view_dashboard
57,2023-02-13 11:52:00,log_metric
57,2023-02-06 14:21:00,view_dashboard
58,2023-03-19 19:30:00,set_goal
58,2023-03-03 22:28:00,log_metric
59,2023-02-28 07:00:00,log_metric
59,2023-02-26 09:35:00,view_dashboard
60,2023-04-06 03:02:00,read_article
60,2023-03-24 04:52:00,set_goal
60,2023-03-19 03:16:00,view_dashboard
60,2023-03-05 03:59:00,read_article
61,2023-01-16 14:52:00,set_goal
61,2023-02-17 10:06:00,set_goal
61,2023-01-05 20:53:00,view_dashboard
61,2023-01-10 14:29:00,view_dashboard
61,2023-02-04 04:31:00,log_metric
61,2023-01-06 17:59:00,view_dashboard
61,2023-02-09 15:59:00,view_dashboard
61,2023-01-14 22:37:00,log_metric
62,2023-02-24 03:24:00,view_dashboard
62,2023-03-26 10:32:00,read_article
62,2023-03-14 19:58:00,view_dashboard
62,2023-03-03 08:25:00,schedule_consult
62,2023-03-06 14:51:00,log_metric
63,2023-02-25 19:44:00,schedule_consult
63,2023-03-03 09:53:00,read_article
63,2023-02-19 22:47:00,schedule_consult
63,2023-03-11 06:12:00,log_metric
63,2023-03-16 09:43:00,view_dashboard
63,2023-03-14 04:45:00,set_goal
63,2023-02-10 16:34:00,set_goal
64,2023-02-24 22:07:00,set_goal
64,2023-03-11 15:37:00,view_dashboard
64,2023-03-18 22:26:00,view_dashboard
64,2023-03-10 09:56:00,read_article
64,2023-02-04 16:06:00,log_metric
64,2023-02-13 01:42:00,log_metric
65,2023-01-25 05:18:00,view_dashboard
65,2023-01-17 01:44:00,set_goal
65,2023-01-21 17:02:00,log_metric
65,2023-02-05 03:39:00,read_article
65,2023-02-12 07:47:00,view_dashboard
65,2023-02-01 07:32:00,set_goal
66,2023-04-14 09:44:00,view_dashboard
67,2023-02-18 12:26:00,schedule_consult
67,2023-03-09 10:35:00,log_metric
67,2023-02-10 06:39:00,read_article
67,2023-02-22 07:58:00,view_dashboard
67,2023-03-11 20:23:00,set_goal
67,2023-02-28 23:38:00,log_metric
68,2023-01-18 09:28:00,log_metric
68,2023-02-18 02:11:00,schedule_consult
68,2023-02-07 03:24:00,log_metric
68,2023-01-23 17:16:00,log_metric
68,2023-02-12 08:00:00,view_dashboard
69,2023-03-22 04:02:00,log_metric
69,2023-02-25 19:03:00,set_goal
70,2023-02-28 19:53:00,set_goal
70,2023-02-19 18:35:00,view_dashboard
70,2023-03-05 10:33:00,log_metric
70,2023-01-30 16:04:00,read_article
70,2023-01-29 13:34:00,set_goal
70,2023-01-24 11:14:00,schedule_consult
70,2023-03-02 10:21:00,view_dashboard
71,2023-03-08 19:33:00,view_dashboard
71,2023-03-30 20:00:00,log_metric
71,2023-03-17 14:15:00,schedule_consult
71,2023-04-03 19:15:00,schedule_consult
71,2023-04-07 10:24:00,schedule_consult
71,2023-03-02 12:16:00,set_goal
71,2023-03-13 00:58:00,set_goal
71,2023-03-18 16:51:00,set_goal
71,2023-03-26 01:18:00,schedule_consult
71,2023-03-07 10:32:00,log_metric
72,2023-02-16 05:49:00,view_dashboard
72,2023-02-10 20:04:00,log_metric
72,2023-03-22 06:55:00,view_dashboard
73,2023-02-15 06:34:00,read_article
73,2023-03-08 20:52:00,read_article
73,2023-03-24 04:01:00,view_dashboard
73,2023-03-02 01:05:00,log_metric
74,2023-03-09 08:35:00,log_metric
74,2023-03-12 08:26:00,view_dashboard
74,2023-04-07 12:27:00,view_dashboard
74,2023-03-22 21:07:00,set_goal
74,2023-04-08 23:39:00,log_metric
74,2023-04-04 01:44:00,read_article
74,2023-03-20 16:06:00,view_dashboard
74,2023-04-10 09:38:00,log_metric
75,2023-03-25 12:25:00,read_article
75,2023-02-26 15:10:00,set_goal
75,2023-03-05 23:25:00,read_article
75,2023-03-31 09:40:00,log_metric
75,2023-04-09 23:41:00,view_dashboard
75,2023-02-25 17:55:00,set_goal
75,2023-03-04 01:00:00,set_goal
75,2023-03-22 17:35:00,schedule_consult
75,2023-03-16 06:47:00,read_article
75,2023-03-19 06:26:00,schedule_consult
76,2023-02-25 04:10:00,log_metric
76,2023-03-04 08:12:00,log_metric
76,2023-03-07 18:54:00,log_metric
76,2023-02-28 14:41:00,set_goal
76,2023-02-11 21:04:00,view_dashboard
76,2023-02-05 23:37:00,view_dashboard
76,2023-02-14 11:08:00,set_goal
76,2023-02-08 03:18:00,set_goal
76,2023-02-05 10:31:00,view_dashboard
77,2023-03-17 21:19:00,set_goal
77,2023-02-15 18:36:00,view_dashboard
78,2023-02-02 13:10:00,log_metric
78,2023-01-28 07:45:00,set_goal
78,2023-02-09 08:53:00,log_metric
79,2023-03-30 23:21:00,read_article
79,2023-03-16 14:22:00,set_goal
79,2023-03-18 17:06:00,log_metric
79,2023-03-25 02:53:00,log_metric
79,2023-02-23 17:12:00,log_metric
80,2023-02-14 02:46:00,log_metric
80,2023-01-06 16:40:00,log_metric
80,2023-02-11 18:25:00,set_goal
80,2023-01-18 01:35:00,log_metric
80,2023-02-08 15:41:00,set_goal
80,2023-01-28 12:14:00,read_article
80,2023-02-11 23:54:00,log_metric
80,2023-02-03 16:32:00,log_metric
81,2023-01-26 16:00:00,set_goal
81,2023-02-11 21:10:00,read_article
81,2023-01-11 14:10:00,log_metric
81,2023-02-08 21:55:00,schedule_consult
81,2023-02-02 11:02:00,log_metric
81,2023-02-03 07:04:00,view_dashboard
81,2023-01-17 01:42:00,log_metric
82,2023-03-07 12:30:00,read_article
82,2023-02-14 01:41:00,log_metric
82,2023-03-29 16:40:00,read_article
82,2023-02-28 18:34:00,view_dashboard
82,2023-03-08 20:24:00,log_metric
83,2023-02-25 02:33:00,log_metric
83,2023-01-29 16:25:00,log_metric
83,2023-02-06 15:50:00,view_dashboard
83,2023-02-22 00:32:00,read_article
83,2023-02-12 05:14:00,log_metric
83,2023-02-25 08:13:00,log_metric
84,2023-03-01 11:38:00,set_goal
84,2023-02-26 21:14:00,view_dashboard
84,2023-03-12 23:07:00,view_dashboard
84,2023-03-21 15:13:00,view_dashboard
85,2023-03-01 13:01:00,log_metric
85,2023-01-27 18:37:00,log_metric
85,2023-02-28 16:02:00,read_article
85,2023-01-28 01:10:00,log_metric
85,2023-01-30 16:25:00,view_dashboard
85,2023-02-24 20:01:00,read_article
86,2023-02-17 09:05:00,log_metric
86,2023-02-13 15:55:00,view_dashboard
86,2023-01-20 13:38:00,log_metric
86,2023-02-12 05:39:00,view_dashboard
87,2023-03-12 05:46:00,set_goal
87,2023-03-25 19:37:00,log_metric
87,2023-03-20 12:08:00,log_metric
87,2023-03-08 16:55:00,schedule_consult
88,2023-02-27 13:52:00,log_metric
88,2023-01-21 05:30:00,read_article
88,2023-02-22 01:56:00,set_goal
88,2023-02-16 03:05:00,view_dashboard
88,2023-01-23 19:34:00,read_article
88,2023-02-27 20:27:00,view_dashboard
88,2023-02-07 01:44:00,view_dashboard
89,2023-03-11 15:50:00,read_article
89,2023-03-19 18:51:00,read_article
89,2023-04-10 18:06:00,view_dashboard
89,2023-03-13 15:49:00,log_metric
89,2023-03-02 09:38:00,schedule_consult
89,2023-03-23 08:12:00,log_metric
89,2023-02-25 18:33:00,log_metric
89,2023-02-25 12:41:00,log_metric
89,2023-03-17 13:23:00,log_metric
90,2023-02-03 20:37:00,log_metric
90,2023-02-10 13:36:00,log_metric
90,2023-01-24 21:25:00,set_goal
90,2023-02-02 17:50:00,view_dashboard
90,2023-01-18 11:35:00,view_dashboard
90,2023-01-23 09:36:00,log_metric
90,2023-02-21 12:47:00,log_metric
90,2023-02-18 03:47:00,log_metric
91,2023-03-10 05:06:00,log_metric
91,2023-02-19 10:51:00,view_dashboard
91,2023-03-10 21:45:00,log_metric
92,2023-02-11 20:00:00,read_article
92,2023-01-27 15:59:00,set_goal
92,2023-01-23 02:16:00,log_metric
92,2023-01-23 19:02:00,read_article
92,2023-02-12 19:41:00,set_goal
92,2023-03-04 19:03:00,schedule_consult
92,2023-01-29 20:31:00,view_dashboard
92,2023-01-30 21:59:00,read_article
93,2023-02-17 06:02:00,read_article
93,2023-03-03 16:44:00,log_metric
93,2023-02-09 21:02:00,view_dashboard
93,2023-03-12 00:10:00,log_metric
93,2023-02-16 12:22:00,set_goal
93,2023-02-24 18:12:00,set_goal
93,2023-03-16 02:58:00,log_metric
93,2023-02-17 23:53:00,set_goal
94,2023-03-19 11:22:00,schedule_consult
94,2023-02-27 07:38:00,schedule_consult
94,2023-03-11 12:36:00,log_metric
94,2023-02-21 13:32:00,log_metric
94,2023-02-14 16:18:00,log_metric
94,2023-02-17 16:16:00,read_article
95,2023-03-31 08:44:00,view_dashboard
95,2023-03-19 18:30:00,read_article
95,2023-03-16 14:43:00,view_dashboard
95,2023-04-01 00:30:00,log_metric
95,2023-02-27 12:40:00,read_article
95,2023-03-09 21:44:00,log_metric
95,2023-03-15 13:22:00,set_goal
95,2023-02-23 22:53:00,view_dashboard
95,2023-03-13 02:25:00,set_goal
95,2023-03-16 02:35:00,schedule_consult
95,2023-03-25 10:22:00,log_metric
96,2023-03-01 08:11:00,read_article
96,2023-03-08 06:31:00,set_goal
96,2023-02-08 23:15:00,read_article
96,2023-02-06 07:12:00,read_article
96,2023-03-04 11:09:00,set_goal
96,2023-01-31 02:43:00,schedule_consult
97,2023-02-11 19:00:00,set_goal
97,2023-02-14 01:54:00,view_dashboard
97,2023-02-19 10:31:00,read_article
97,2023-02-16 08:31:00,log_metric
98,2023-02-25 08:25:00,log_metric
98,2023-03-01 04:03:00,view_dashboard
98,2023-02-20 15:34:00,log_metric
98,2023-02-15 12:55:00,view_dashboard
98,2023-02-04 14:07:00,view_dashboard
99,2023-02-21 10:44:00,log_metric
99,2023-03-07 06:24:00,view_dashboard
99,2023-02-12 11:39:00,read_article
99,2023-02-03 17:16:00,log_metric
99,2023-02-22 19:21:00,log_metric
100,2023-02-14 13:13:00,view_dashboard
100,2023-02-06 11:54:00,view_dashboard
100,2023-02-11 05:36:00,log_metric
101,2023-03-20 21:14:00,read_article
101,2023-03-01 07:35:00,view_dashboard
101,2023-03-08 06:09:00,read_article
101,2023-02-21 15:51:00,log_metric
101,2023-03-10 15:08:00,schedule_consult
101,2023-03-24 16:34:00,set_goal
102,2023-02-18 09:16:00,view_dashboard
102,2023-02-23 01:25:00,log_metric
102,2023-01-28 01:13:00,read_article
102,2023-02-17 20:06:00,view_dashboard
102,2023-02-08 08:23:00,log_metric
103,2023-03-21 08:22:00,log_metric
103,2023-02-21 11:55:00,view_dashboard
103,2023-03-24 06:36:00,view_dashboard
103,2023-03-27 17:11:00,schedule_consult
104,2023-03-19 11:20:00,view_dashboard
104,2023-04-01 23:28:00,read_article
104,2023-03-25 19:18:00,view_dashboard
104,2023-03-10 05:40:00,read_article
104,2023-03-22 13:40:00,view_dashboard
105,2023-03-10 02:05:00,log_metric
105,2023-02-27 10:20:00,set_goal
105,2023-03-30 08:38:00,set_goal
105,2023-03-02 14:49:00,schedule_consult
105,2023-03-08 23:37:00,set_goal
105,2023-03-13 13:10:00,log_metric
105,2023-02-14 04:46:00,log_metric
105,2023-03-01 23:44:00,read_article
105,2023-02-26 05:25:00,log_metric
105,2023-02-17 15:35:00,log_metric
106,2023-03-08 16:48:00,schedule_consult
106,2023-02-17 08:39:00,log_metric
106,2023-03-24 12:19:00,log_metric
107,2023-01-23 14:40:00,log_metric
107,2023-02-07 05:01:00,log_metric
107,2023-01-27 10:55:00,view_dashboard
107,2023-02-08 08:35:00,view_dashboard
107,2023-02-18 17:11:00,view_dashboard
108,2023-03-09 20:47:00,set_goal
108,2023-03-16 13:33:00,set_goal
108,2023-03-14 09:58:00,view_dashboard
108,2023-03-14 07:51:00,log_metric
108,2023-02-27 11:26:00,view_dashboard
108,2023-02-27 00:00:00,set_goal
108,2023-02-16 11:18:00,view_dashboard
108,2023-02-08 22:59:00,view_dashboard
108,2023-03-10 09:00:00,read_article
108,2023-02-26 19:14:00,read_article
109,2023-03-17 11:12:00,view_dashboard
109,2023-03-17 13:25:00,log_metric
109,2023-03-27 23:41:00,log_metric
109,2023-03-06 07:16:00,log_metric
109,2023-03-22 07:33:00,set_goal
110,2023-02-19 22:43:00,log_metric
110,2023-02-21 23:34:00,read_article
110,2023-02-06 06:54:00,log_metric
110,2023-01-19 09:07:00,view_dashboard
110,2023-02-19 14:17:00,set_goal
110,2023-02-11 06:20:00,log_metric
110,2023-01-14 17:01:00,log_metric
111,2023-02-10 09:17:00,log_metric
111,2023-03-04 23:00:00,log_metric
111,2023-02-13 00:31:00,log_metric
111,2023-03-02 09:50:00,set_goal
111,2023-02-27 14:44:00,set_goal
111,2023-02-25 02:53:00,set_goal
112,2023-02-25 01:17:00,set_goal
112,2023-02-20 17:30:00,log_metric
112,2023-03-04 12:53:00,log_metric
112,2023-04-02 07:24:00,set_goal
113,2023-02-13 07:47:00,schedule_consult
113,2023-01-28 14:47:00,read_article
113,2023-02-18 21:13:00,view_dashboard
113,2023-02-28 09:59:00,view_dashboard
113,2023-02-25 23:02:00,read_article
114,2023-02-15 16:07:00,view_dashboard
114,2023-02-20 09:12:00,view_dashboard
114,2023-01-14 21:13:00,schedule_consult
114,2023-01-26 20:27:00,view_dashboard
114,2023-01-21 08:37:00,log_metric
114,2023-01-26 00:02:00,set_goal
114,2023-02-24 15:44:00,set_goal
114,2023-02-03 02:15:00,log_metric
114,2023-01-16 21:39:00,view_dashboard
114,2023-02-20 01:03:00,view_dashboard
115,2023-02-08 22:34:00,set_goal
115,2023-02-07 15:14:00,log_metric
115,2023-03-06 20:48:00,log_metric
115,2023-02-27 23:12:00,log_metric
115,2023-02-23 11:46:00,log_metric
116,2023-01-27 15:45:00,view_dashboard
116,2023-02-12 17:44:00,view_dashboard
116,2023-03-02 05:34:00,view_dashboard
116,2023-02-23 08:55:00,read_article
116,2023-03-01 05:04:00,set_goal
116,2023-02-22 09:52:00,view_dashboard
116,2023-02-17 14:00:00,read_article
116,2023-02-26 12:46:00,log_metric
117,2023-01-19 19:54:00,view_dashboard
117,2023-02-26 07:20:00,read_article
117,2023-03-01 17:52:00,view_dashboard
117,2023-02-20 21:31:00,read_article
117,2023-01-27 19:18:00,view_dashboard
117,2023-02-28 10:07:00,log_metric
117,2023-03-01 02:02:00,read_article
117,2023-01-26 05:55:00,log_metric
117,2023-01-24 15:12:00,log_metric
118,2023-04-06 20:53:00,log_metric
118,2023-04-01 16:39:00,set_goal
118,2023-03-17 01:23:00,log_metric
118,2023-04-15 02:00:00,read_article
118,2023-03-14 20:31:00,read_article
119,2023-02-15 14:51:00,set_goal
119,2023-03-05 17:47:00,schedule_consult
119,2023-03-08 11:50:00,read_article
119,2023-03-21 08:33:00,log_metric
119,2023-02-14 09:04:00,schedule_consult
119,2023-03-15 03:06:00,read_article
119,2023-03-16 12:12:00,log_metric
120,2023-03-28 07:36:00,view_dashboard
120,2023-02-25 17:47:00,view_dashboard
120,2023-02-20 20:36:00,log_metric
120,2023-03-15 22:42:00,view_dashboard
120,2023-02-20 05:50:00,log_metric
120,2023-03-11 16:21:00,view_dashboard
121,2023-03-11 19:28:00,schedule_consult
121,2023-02-25 17:20:00,read_article
121,2023-03-03 20:27:00,read_article
